customer_id,date,amount,status
CUST0011,2024-10-29,87.28,Paid
CUST0011,2024-07-15,51.53,Paid
CUST0011,2023-10-20,78.56,Paid
CUST0011,2024-02-12,44.76,Paid
CUST0012,2024-09-11,82.81,Paid
CUST0012,2024-06-18,27.26,Paid
CUST0012,2024-12-12,63.09,Paid
CUST0012,2024-07-21,30.02,Paid
CUST0012,2024-09-24,74.44,Paid
CUST0012,2024-10-25,29.78,Paid
CUST0012,2024-08-18,79.21,Paid
CUST0012,2024-03-01,84.75,Missed
CUST0012,2024-04-28,90.4,Paid
CUST0012,2024-09-14,61.49,Paid
CUST0012,2024-05-13,95.68,Paid
CUST0012,2024-12-05,59.12,Paid
CUST0012,2024-12-24,54.23,Paid
CUST0012,2024-12-25,78.7,Paid
CUST0012,2024-06-04,52.56,Paid
CUST0012,2024-05-17,97.22,Paid
CUST0012,2024-07-02,58.9,Paid
CUST0012,2024-08-12,82.03,Paid
CUST0012,2024-04-10,39.46,Paid
CUST0012,2024-12-06,33.32,Paid
CUST0012,2024-11-06,76.41,Paid
CUST0012,2024-07-04,98.03,Paid
CUST0012,2024-12-02,15.72,Paid
CUST0013,2024-12-26,86.28,Paid
CUST0013,2024-12-10,74.04,Paid
CUST0013,2024-12-21,50.6,Paid
CUST0013,2024-12-21,94.51,Missed
CUST0013,2024-12-10,28.83,Paid
CUST0013,2024-12-10,33.95,Paid
CUST0013,2024-12-28,30.53,Paid
CUST0014,2024-08-23,77.53,Paid
CUST0014,2024-09-02,97.2,Paid
CUST0014,2024-12-19,23.12,Paid
CUST0014,2024-10-25,64.26,Paid
CUST0014,2024-11-19,68.08,Paid
CUST0014,2024-08-03,80.55,Paid
CUST0014,2024-08-08,19.49,Paid
CUST0014,2024-06-23,86.14,Paid
CUST0014,2024-06-19,45.88,Paid
CUST0014,2024-05-26,29.62,Paid
CUST0014,2024-12-23,22.72,Missed
CUST0014,2024-10-21,54.41,Paid
CUST0014,2024-08-15,72.51,Paid
CUST0014,2024-10-13,81.86,Paid
CUST0014,2024-06-23,24.09,Paid
CUST0014,2024-05-25,89.65,Paid
CUST0014,2024-07-25,84.79,Paid
CUST0014,2024-12-08,36.81,Paid
CUST0014,2024-06-07,17.66,Missed
CUST0014,2024-10-31,86.96,Paid
CUST0014,2024-10-26,73.03,Paid
CUST0014,2024-10-11,26.41,Paid
CUST0014,2024-09-11,39.36,Missed
CUST0015,2023-07-07,98.28,Paid
CUST0015,2024-12-25,91.62,Paid
CUST0015,2023-12-04,32.22,Paid
CUST0015,2024-06-19,96.62,Paid
CUST0015,2024-09-23,76.53,Paid
CUST0015,2024-06-24,63.38,Paid
CUST0015,2024-05-19,27.74,Paid
CUST0016,2024-11-28,17.12,Paid
CUST0016,2024-09-19,84.56,Paid
CUST0016,2024-10-06,20.23,Paid
CUST0016,2024-12-09,64.1,Paid
CUST0016,2024-11-04,70.29,Paid
CUST0016,2024-12-02,39.79,Missed
CUST0016,2024-10-21,40.92,Paid
CUST0016,2024-12-14,49.91,Paid
CUST0016,2024-09-30,52.34,Missed
CUST0016,2024-12-13,19.74,Paid
CUST0016,2024-10-12,77.4,Paid
CUST0016,2024-09-25,83.03,Paid
CUST0016,2024-12-29,19.17,Paid
CUST0016,2024-11-01,91.28,Paid
CUST0016,2024-10-16,32.5,Paid
CUST0016,2024-09-19,26.54,Paid
CUST0016,2024-12-27,43.59,Paid
CUST0017,2024-04-13,61.33,Paid
CUST0017,2024-07-14,60.82,Missed
CUST0017,2024-03-04,90.09,Paid
CUST0017,2024-10-24,60.54,Paid
CUST0017,2024-01-18,50.09,Paid
CUST0017,2023-12-02,74.32,Paid
CUST0017,2023-12-26,92.22,Paid
CUST0017,2023-09-23,55.58,Paid
CUST0017,2024-01-30,69.32,Paid
CUST0017,2023-11-12,81.46,Paid
CUST0017,2023-12-22,84.13,Paid
CUST0017,2024-09-02,95.85,Paid
CUST0017,2024-06-28,15.48,Paid
CUST0017,2024-03-23,48.06,Paid
CUST0017,2024-01-26,32.56,Paid
CUST0017,2024-08-04,23.57,Missed
CUST0017,2023-08-09,18.49,Paid
CUST0017,2023-08-22,15.64,Paid
CUST0018,2024-05-17,42.14,Paid
CUST0018,2024-03-03,42.6,Missed
CUST0018,2024-02-13,23.01,Missed
CUST0018,2024-10-29,76.85,Paid
CUST0018,2024-03-23,77.91,Paid
CUST0018,2024-10-05,71.79,Paid
CUST0019,2023-12-30,82.05,Paid
CUST0019,2024-08-29,43.08,Paid
CUST0019,2024-06-07,64.46,Missed
CUST0019,2024-03-10,82.34,Paid
CUST0019,2024-08-29,84.46,Paid
CUST0019,2023-10-02,59.64,Paid
CUST0019,2024-04-22,70.11,Paid
CUST0019,2024-02-24,56.77,Paid
CUST0019,2023-09-15,85.31,Missed
CUST0019,2024-01-23,32.29,Missed
CUST0019,2024-11-06,16.26,Paid
CUST0020,2024-06-14,56.28,Paid
CUST0020,2023-11-12,71.1,Paid
CUST0020,2024-08-07,96.19,Paid
CUST0020,2024-07-16,69.54,Paid
CUST0020,2024-09-23,97.44,Paid
CUST0020,2024-12-15,46.01,Paid
CUST0020,2024-04-13,72.87,Paid
CUST0020,2024-12-06,24.84,Paid
CUST0020,2024-11-08,76.45,Paid
CUST0020,2023-11-10,68.95,Paid
CUST0020,2023-10-29,39.25,Paid
CUST0020,2024-08-11,48.93,Paid
CUST0020,2024-03-13,57.29,Paid
CUST0020,2024-08-06,72.45,Paid
CUST0020,2024-01-30,95.92,Paid
CUST0020,2024-02-13,63.99,Paid
CUST0020,2023-08-22,48.56,Paid
CUST0020,2024-03-16,79.96,Paid
CUST0020,2023-12-25,19.84,Paid
CUST0020,2024-12-10,37.38,Paid
CUST0020,2023-11-26,44.35,Missed
CUST0020,2024-06-05,46.86,Missed
CUST0020,2024-01-27,87.32,Paid
CUST0020,2024-01-19,43.79,Paid
CUST0021,2024-07-09,48.38,Paid
CUST0021,2024-12-02,45.33,Paid
CUST0021,2024-05-30,33.25,Paid
CUST0021,2024-12-17,89.38,Paid
CUST0021,2024-06-07,59.86,Missed
CUST0021,2024-12-27,95.17,Paid
CUST0021,2024-09-25,84.43,Paid
CUST0021,2024-03-05,52.77,Paid
CUST0021,2024-04-30,91.32,Paid
CUST0021,2023-12-10,20.26,Missed
CUST0021,2023-10-26,57.72,Paid
CUST0021,2024-03-22,71.86,Paid
CUST0021,2023-12-19,28.34,Paid
CUST0021,2024-02-10,67.21,Paid
CUST0021,2024-08-22,56.41,Paid
CUST0021,2024-02-02,96.73,Paid
CUST0021,2023-12-26,17.47,Paid
CUST0021,2023-10-11,56.47,Paid
CUST0021,2024-06-15,84.28,Paid
CUST0021,2024-01-15,37.23,Paid
CUST0021,2024-05-21,89.85,Paid
CUST0021,2024-12-01,48.64,Paid
CUST0022,2023-10-10,93.19,Paid
CUST0022,2024-11-25,83.24,Paid
CUST0022,2024-01-22,83.62,Paid
CUST0022,2024-09-21,53.75,Missed
CUST0022,2024-02-15,91.57,Paid
CUST0022,2024-05-15,52.15,Paid
CUST0022,2024-11-14,42.44,Paid
CUST0022,2024-05-19,32.6,Paid
CUST0022,2024-05-25,76.26,Paid
CUST0022,2023-11-29,84.43,Paid
CUST0022,2024-08-15,91.69,Paid
CUST0022,2024-11-10,30.06,Paid
CUST0022,2024-11-13,37.78,Paid
CUST0023,2024-08-10,94.15,Missed
CUST0023,2024-02-07,75.23,Paid
CUST0023,2024-12-03,67.08,Paid
CUST0023,2024-04-23,64.92,Paid
CUST0023,2024-05-26,90.21,Paid
CUST0023,2024-01-05,31.09,Paid
CUST0024,2024-08-03,86.37,Paid
CUST0024,2023-05-30,71.79,Paid
CUST0024,2024-07-12,32.85,Paid
CUST0024,2024-09-15,86.83,Paid
CUST0024,2024-03-03,22.87,Paid
CUST0024,2023-12-11,49.89,Paid
CUST0024,2023-04-07,97.84,Paid
CUST0024,2024-03-10,24.34,Paid
CUST0024,2024-01-04,53.64,Paid
CUST0024,2023-12-07,49.09,Paid
CUST0024,2024-01-21,15.85,Paid
CUST0024,2024-09-20,27.85,Paid
CUST0024,2023-09-13,45.63,Paid
CUST0024,2024-07-05,33.69,Paid
CUST0024,2024-03-22,96.32,Paid
CUST0024,2023-10-22,48.69,Missed
CUST0024,2023-04-21,54.99,Missed
CUST0024,2023-12-20,88.39,Paid
CUST0024,2024-06-24,66.02,Paid
CUST0024,2024-03-12,42.32,Paid
CUST0025,2024-11-09,67.71,Paid
CUST0025,2024-07-06,86.2,Paid
CUST0025,2024-09-19,49.09,Paid
CUST0025,2024-08-18,58.66,Paid
CUST0025,2024-09-18,32.89,Paid
CUST0025,2024-03-26,98.75,Paid
CUST0025,2024-05-20,45.53,Missed
CUST0025,2024-05-18,20.41,Paid
CUST0025,2024-09-01,75.94,Paid
CUST0025,2024-07-05,90.2,Paid
CUST0025,2024-03-01,41.37,Paid
CUST0025,2024-08-29,84.58,Paid
CUST0025,2024-07-08,60.05,Missed
CUST0025,2024-08-23,49.8,Paid
CUST0025,2024-11-25,24.4,Paid
CUST0025,2024-03-02,64.11,Paid
CUST0025,2024-06-06,42.13,Paid
CUST0025,2024-03-16,91.9,Paid
CUST0025,2024-06-07,65.31,Paid
CUST0025,2024-11-18,60.49,Paid
CUST0025,2024-03-29,38.95,Paid
CUST0025,2024-09-06,24.97,Paid
CUST0026,2024-10-23,44.89,Paid
CUST0026,2024-10-04,27.97,Paid
CUST0026,2024-11-09,24.2,Paid
CUST0026,2024-09-28,71.93,Paid
CUST0026,2024-11-07,72.06,Paid
CUST0026,2024-09-28,95.14,Paid
CUST0026,2024-12-03,88.17,Missed
CUST0026,2024-09-28,60.82,Paid
CUST0026,2024-11-22,89.27,Paid
CUST0026,2024-11-21,26.66,Paid
CUST0026,2024-11-10,55.33,Missed
CUST0026,2024-11-08,41.43,Paid
CUST0026,2024-11-08,86.66,Paid
CUST0026,2024-10-11,86.76,Paid
CUST0026,2024-11-26,49.13,Paid
CUST0026,2024-11-01,31.78,Paid
CUST0026,2024-12-10,89.02,Paid
CUST0026,2024-11-04,66.95,Paid
CUST0027,2024-04-26,38.88,Paid
CUST0027,2023-12-30,79.71,Missed
CUST0027,2024-04-08,53.25,Paid
CUST0027,2023-08-27,41.87,Paid
CUST0027,2024-05-22,98.67,Paid
CUST0027,2024-07-14,69.13,Missed
CUST0027,2024-10-31,97.02,Paid
CUST0027,2024-08-14,46.27,Paid
CUST0027,2023-11-02,45.03,Paid
CUST0028,2024-03-06,46.38,Paid
CUST0028,2024-12-29,77.6,Paid
CUST0028,2024-05-07,90.23,Paid
CUST0028,2024-09-13,87.3,Paid
CUST0028,2024-12-04,27.47,Paid
CUST0028,2024-07-11,30.45,Paid
CUST0028,2024-02-18,33.51,Missed
CUST0028,2024-09-23,53.57,Paid
CUST0028,2024-06-15,29.8,Paid
CUST0028,2024-07-10,58.78,Paid
CUST0028,2024-07-27,25.97,Paid
CUST0028,2024-04-20,83.79,Missed
CUST0028,2024-07-01,43.81,Paid
CUST0028,2024-07-13,66.3,Paid
CUST0028,2024-11-19,21.75,Paid
CUST0028,2024-06-04,62.76,Paid
CUST0028,2024-10-15,56.57,Paid
CUST0028,2024-04-05,58.24,Paid
CUST0028,2024-12-25,29.06,Paid
CUST0028,2024-10-15,66.67,Missed
CUST0028,2024-09-27,40.8,Paid
CUST0028,2024-09-22,56.97,Paid
CUST0028,2024-06-19,19.59,Paid
CUST0029,2024-12-08,19.22,Paid
CUST0029,2024-12-25,91.59,Paid
CUST0029,2024-11-02,29.89,Paid
CUST0029,2024-10-04,57.31,Paid
CUST0029,2024-09-25,54.54,Paid
CUST0029,2024-10-05,87.08,Paid
CUST0029,2024-10-24,25.55,Paid
CUST0029,2024-10-09,95.98,Paid
CUST0029,2024-12-29,88.8,Paid
CUST0029,2024-08-02,66.6,Paid
CUST0029,2024-07-15,51.23,Missed
CUST0029,2024-09-04,31.07,Paid
CUST0029,2024-12-10,65.69,Paid
CUST0029,2024-11-12,37.4,Missed
CUST0029,2024-08-20,30.33,Paid
CUST0029,2024-11-30,49.91,Paid
CUST0029,2024-10-07,60.96,Paid
CUST0029,2024-12-04,25.54,Paid
CUST0029,2024-09-07,34.84,Paid
CUST0029,2024-08-23,37.56,Paid
CUST0029,2024-07-08,17.62,Missed
CUST0030,2023-09-20,67.74,Missed
CUST0030,2024-12-23,22.56,Missed
CUST0030,2024-01-01,67.93,Paid
CUST0030,2023-12-29,58.08,Paid
CUST0030,2024-11-24,28.3,Paid
CUST0030,2024-11-23,29.46,Paid
CUST0030,2023-11-06,97.29,Paid
CUST0030,2024-06-05,66.68,Paid
CUST0031,2024-03-23,96.07,Paid
CUST0031,2024-04-23,70.59,Missed
CUST0031,2024-12-18,72.81,Paid
CUST0031,2023-12-28,33.17,Paid
CUST0031,2023-06-26,26.89,Paid
CUST0031,2023-11-21,58.41,Paid
CUST0031,2024-05-13,49.97,Paid
CUST0031,2023-05-04,69.43,Paid
CUST0031,2023-03-29,33.19,Paid
CUST0031,2023-10-20,53.65,Paid
CUST0031,2024-03-16,99.89,Paid
CUST0032,2024-08-01,98.15,Paid
CUST0032,2023-09-15,56.12,Paid
CUST0032,2024-05-12,59.89,Paid
CUST0032,2024-10-05,94.7,Paid
CUST0032,2024-03-11,61.59,Paid
CUST0032,2023-05-16,98.68,Missed
CUST0032,2024-01-06,24.88,Paid
CUST0032,2024-06-16,79.76,Paid
CUST0032,2024-11-12,65.98,Paid
CUST0032,2024-06-30,23.47,Paid
CUST0032,2023-10-26,21.4,Paid
CUST0032,2024-12-14,19.82,Paid
CUST0032,2024-09-11,17.75,Paid
CUST0032,2024-07-17,34.82,Paid
CUST0032,2024-02-22,64.43,Paid
CUST0032,2024-05-03,57.96,Paid
CUST0032,2024-09-30,67.11,Paid
CUST0032,2024-05-18,50.53,Paid
CUST0032,2024-07-01,98.58,Paid
CUST0032,2024-08-30,70.58,Paid
CUST0032,2024-07-25,88.29,Paid
CUST0033,2024-02-25,75.25,Paid
CUST0033,2024-01-20,62.12,Missed
CUST0033,2023-10-26,79.83,Paid
CUST0033,2023-06-22,47.83,Paid
CUST0033,2023-12-04,79.15,Paid
CUST0033,2023-01-10,50.75,Paid
CUST0033,2024-07-25,67.54,Paid
CUST0033,2024-09-30,37.41,Paid
CUST0033,2024-09-20,97.32,Paid
CUST0033,2024-04-15,59.16,Paid
CUST0033,2024-10-27,24.56,Paid
CUST0033,2024-09-19,90.61,Paid
CUST0033,2023-04-08,93.13,Paid
CUST0033,2024-11-01,35.15,Paid
CUST0033,2024-09-13,24.75,Paid
CUST0033,2024-04-26,85.54,Paid
CUST0033,2023-04-19,67.75,Paid
CUST0033,2024-09-21,57.58,Paid
CUST0033,2023-01-17,26.42,Paid
CUST0034,2024-05-11,29.47,Paid
CUST0034,2024-11-03,31.47,Paid
CUST0034,2023-11-21,36.81,Paid
CUST0034,2024-03-09,68.11,Paid
CUST0034,2023-09-23,27.56,Paid
CUST0034,2023-07-24,75.39,Paid
CUST0034,2023-04-24,24.61,Paid
CUST0034,2024-07-27,18.98,Paid
CUST0034,2023-07-26,16.98,Paid
CUST0034,2024-08-27,85.38,Paid
CUST0034,2024-11-10,20.69,Missed
CUST0034,2023-08-24,92.84,Paid
CUST0034,2023-10-20,90.61,Paid
CUST0034,2023-09-01,74.15,Paid
CUST0034,2024-07-09,81.99,Paid
CUST0034,2024-02-27,51.28,Paid
CUST0035,2024-01-11,44.37,Paid
CUST0035,2023-11-23,78.43,Paid
CUST0035,2024-04-13,88.23,Paid
CUST0035,2023-10-20,16.8,Paid
CUST0035,2023-12-17,66.68,Paid
CUST0035,2024-04-24,24.08,Missed
CUST0035,2023-10-21,16.71,Paid
CUST0035,2024-12-21,44.94,Paid
CUST0035,2024-05-07,45.36,Paid
CUST0035,2024-05-04,25.46,Paid
CUST0035,2024-06-20,65.84,Paid
CUST0035,2024-12-24,54.66,Paid
CUST0035,2024-11-10,96.63,Paid
CUST0035,2024-08-15,17.6,Paid
CUST0035,2023-10-01,58.31,Paid
CUST0035,2024-12-16,78.77,Paid
CUST0035,2024-04-18,52.68,Paid
CUST0035,2024-07-07,17.69,Paid
CUST0035,2024-11-03,66.56,Paid
CUST0035,2024-10-16,47.86,Paid
CUST0035,2024-02-03,46.48,Paid
CUST0035,2024-04-10,73.18,Paid
CUST0036,2024-06-18,85.5,Paid
CUST0036,2024-07-18,44.16,Paid
CUST0036,2024-12-12,82.12,Paid
CUST0036,2024-08-31,53.33,Paid
CUST0036,2024-12-24,96.47,Paid
CUST0036,2024-07-21,22.07,Paid
CUST0036,2024-06-27,53.19,Missed
CUST0036,2024-11-01,41.24,Paid
CUST0036,2024-09-04,46.54,Paid
CUST0037,2024-03-31,86.76,Paid
CUST0037,2023-09-18,42.76,Paid
CUST0037,2023-09-20,51.23,Paid
CUST0037,2024-07-21,20.9,Missed
CUST0037,2024-10-08,27.9,Paid
CUST0037,2024-01-04,61.28,Paid
CUST0037,2024-01-02,45.48,Paid
CUST0037,2024-05-13,79.31,Paid
CUST0037,2024-01-06,61.51,Paid
CUST0037,2023-07-14,37.24,Paid
CUST0037,2023-10-09,73.01,Paid
CUST0037,2023-12-10,76.04,Paid
CUST0037,2024-07-05,76.95,Missed
CUST0037,2023-12-29,33.73,Paid
CUST0038,2023-12-09,44.22,Paid
CUST0038,2024-02-13,69.98,Paid
CUST0038,2024-02-24,18.34,Paid
CUST0038,2023-12-08,22.4,Paid
CUST0038,2024-10-18,58.56,Paid
CUST0038,2024-01-05,37.24,Paid
CUST0038,2023-08-08,32.2,Paid
CUST0038,2023-05-12,27.22,Paid
CUST0038,2024-08-04,16.79,Paid
CUST0038,2023-03-12,83.16,Paid
CUST0038,2024-07-11,42.68,Paid
CUST0038,2024-05-13,88.27,Paid
CUST0038,2024-08-24,66.65,Paid
CUST0038,2024-06-08,41.66,Missed
CUST0039,2024-07-07,96.14,Paid
CUST0039,2024-10-27,91.84,Paid
CUST0039,2024-09-04,48.88,Paid
CUST0039,2023-09-11,22.3,Paid
CUST0039,2024-04-20,92.41,Paid
CUST0039,2024-01-23,96.64,Paid
CUST0039,2024-06-08,45.65,Paid
CUST0040,2024-05-06,31.35,Paid
CUST0040,2024-01-02,39.21,Missed
CUST0040,2024-07-03,16.25,Paid
CUST0040,2024-04-18,96.18,Missed
CUST0040,2023-12-22,15.41,Paid
CUST0040,2024-11-20,95.66,Missed
CUST0040,2024-05-23,58.51,Paid
CUST0040,2023-12-17,33.92,Missed
CUST0040,2024-08-29,94.55,Paid
CUST0040,2024-12-02,25.43,Paid
CUST0040,2024-01-13,62.43,Paid
CUST0040,2023-11-11,68.03,Paid
CUST0040,2024-04-16,72.86,Paid
CUST0040,2024-06-09,61.34,Paid
CUST0040,2024-07-04,62.56,Paid
CUST0040,2024-05-08,95.98,Paid
CUST0040,2024-01-14,84.01,Paid
CUST0040,2023-11-26,65.18,Paid
CUST0040,2024-11-17,55.94,Paid
CUST0040,2024-08-07,95.54,Paid
CUST0040,2024-06-20,35.67,Paid
CUST0041,2024-01-02,75.17,Paid
CUST0041,2023-08-01,72.11,Paid
CUST0041,2023-10-01,67.64,Paid
CUST0041,2023-11-01,55.78,Paid
CUST0041,2024-02-03,33.08,Paid
CUST0041,2023-08-10,71.13,Paid
CUST0041,2023-07-04,31.46,Missed
CUST0041,2024-03-23,97.21,Paid
CUST0041,2024-11-28,66.94,Paid
CUST0041,2023-09-24,25.33,Paid
CUST0041,2024-12-06,84.28,Paid
CUST0041,2024-10-17,75.75,Paid
CUST0041,2023-10-25,22.82,Paid
CUST0042,2023-10-16,97.27,Paid
CUST0042,2024-11-03,42.08,Paid
CUST0042,2024-03-11,54.45,Paid
CUST0042,2024-05-07,46.09,Paid
CUST0042,2024-11-06,34.71,Missed
CUST0042,2024-08-10,58.08,Paid
CUST0042,2023-12-01,45.38,Paid
CUST0042,2024-05-11,51.35,Paid
CUST0042,2024-10-27,88.87,Paid
CUST0042,2024-02-18,94.73,Paid
CUST0042,2024-09-17,75.08,Paid
CUST0042,2024-03-21,77.12,Paid
CUST0042,2024-03-14,49.54,Paid
CUST0043,2024-12-02,31.59,Paid
CUST0043,2024-12-18,20.73,Paid
CUST0043,2024-11-22,93.6,Paid
CUST0043,2024-12-25,46.13,Paid
CUST0043,2024-12-13,18.93,Paid
CUST0043,2024-11-11,90.11,Paid
CUST0043,2024-11-25,52.34,Paid
CUST0043,2024-12-09,78.1,Paid
CUST0043,2024-11-16,90.11,Paid
CUST0044,2024-12-09,28.62,Missed
