customer_id,date,minutes_used,sessions
CUST0002,2024-11-25,293.4924690994329,4
CUST0002,2024-10-19,359.365922002861,5
CUST0002,2024-06-28,303.1874339785914,5
CUST0002,2024-05-10,223.8028941606333,1
CUST0002,2024-11-19,216.5371208252648,3
CUST0002,2024-08-07,300.80482554938305,2
CUST0002,2024-10-12,155.43698819546074,3
CUST0002,2024-07-21,148.34698228729374,2
CUST0003,2024-08-30,9.245387884829995,3
CUST0003,2023-07-15,255.9272520227384,2
CUST0003,2024-05-26,364.11033535267427,1
CUST0003,2024-10-14,142.04653322569405,5
CUST0003,2024-10-08,230.32519264374812,1
CUST0003,2024-08-18,347.717316081508,5
CUST0003,2024-04-17,335.70359636717444,2
CUST0003,2023-08-30,81.68159900420677,5
CUST0003,2023-12-30,54.92542842864657,1
CUST0003,2023-08-02,208.65351425971056,4
CUST0003,2023-12-04,322.742763025896,2
CUST0003,2023-12-01,99.41271996984702,4
CUST0003,2023-10-11,59.883980409293514,4
CUST0003,2024-11-20,90.79248166976825,4
CUST0004,2024-02-25,203.78204944312924,1
CUST0004,2024-01-02,324.4654031259141,4
CUST0004,2024-02-02,202.81049777873173,2
CUST0004,2024-06-11,97.28536840131927,2
CUST0004,2024-01-20,107.47582488177453,1
CUST0004,2024-03-11,207.39049702801287,2
CUST0004,2024-01-26,223.26525704322296,5
CUST0004,2024-08-14,34.27795074502325,4
CUST0004,2023-11-28,48.05189960915965,5
CUST0004,2024-08-24,186.0203822512489,1
CUST0004,2024-01-08,332.19639754824095,1
CUST0004,2024-11-25,227.9782797301857,3
CUST0004,2024-03-20,343.5582674872095,3
CUST0004,2024-08-07,320.3920229157185,2
CUST0004,2024-05-15,284.5127529367995,4
CUST0004,2024-01-23,331.0208521871572,4
CUST0004,2023-12-24,84.06508264012724,3
CUST0004,2024-10-01,242.68599874843932,2
CUST0004,2024-01-03,286.40945382933563,1
CUST0005,2023-10-20,181.31385589330492,2
CUST0005,2023-12-09,113.43602054149801,3
CUST0005,2024-04-03,186.4602531109583,5
CUST0005,2023-12-27,384.57298817536764,1
CUST0005,2024-06-22,106.41953832376608,2
CUST0006,2023-09-04,92.75871974482558,4
CUST0006,2024-07-31,317.0075630804802,3
CUST0006,2023-09-18,0.0,5
CUST0006,2023-11-03,95.39911946567798,1
CUST0006,2023-09-21,31.799458686372162,4
CUST0006,2024-08-31,304.89164499862125,1
CUST0006,2023-11-26,262.34517822591056,3
CUST0006,2023-10-06,373.741112455835,3
CUST0006,2024-05-28,344.2395366559018,5
CUST0007,2024-10-24,213.79313561078473,2
CUST0007,2024-10-06,340.42189842344226,2
CUST0007,2024-10-02,257.3032319695806,1
CUST0007,2024-11-05,211.11235497632967,1
CUST0007,2024-11-20,330.6237399851248,5
CUST0007,2024-12-07,249.79993930028436,4
CUST0007,2024-12-24,336.90911352468936,3
CUST0007,2024-10-03,342.5374258755308,1
CUST0008,2024-12-10,296.5116568818131,3
CUST0008,2024-12-29,175.88037392569393,2
CUST0008,2024-10-09,162.18984859088454,1
CUST0008,2024-09-02,224.71010704267314,5
CUST0008,2024-10-01,300.30508184216467,5
CUST0008,2024-04-05,232.93639433493854,4
CUST0008,2024-05-15,168.45992817924366,3
CUST0008,2024-11-01,277.244287488246,5
CUST0008,2024-04-22,359.4076714418266,4
CUST0008,2024-12-04,227.13717201459707,1
CUST0008,2024-07-09,364.21150700888336,2
CUST0008,2024-07-26,255.80106548327763,5
CUST0008,2024-11-20,283.421052652732,1
CUST0009,2024-09-27,194.65194440803455,5
CUST0009,2024-09-27,235.4720300813451,4
CUST0009,2024-07-10,284.2348563964364,5
CUST0009,2024-01-04,412.85233856032994,5
CUST0009,2024-09-16,203.54164185166348,1
CUST0009,2024-02-04,398.3446732340268,1
CUST0009,2023-08-13,61.258321988172156,4
CUST0009,2023-05-30,177.88594477374176,1
CUST0009,2024-11-11,170.54747680649962,4
CUST0009,2024-01-18,239.40194131600734,5
CUST0010,2024-10-08,166.31536176018753,1
CUST0010,2024-11-05,133.5747801209953,2
CUST0010,2024-12-14,224.67305703503456,3
CUST0010,2024-05-11,339.2977870666174,2
CUST0010,2024-04-02,11.830528445962159,5
CUST0010,2024-09-05,175.91606587473055,4
CUST0010,2024-08-11,375.9084156019299,4
CUST0010,2024-04-05,236.23120433956817,5
CUST0010,2024-10-31,279.11557337604575,5
CUST0010,2024-11-12,340.33100646813784,4
CUST0010,2024-08-16,148.1554209068557,3
CUST0010,2024-09-20,329.3145703714066,1
CUST0010,2024-07-03,303.9470223028254,1
CUST0010,2024-12-23,202.3806440637437,4
CUST0010,2024-08-25,67.60999381485183,5
CUST0010,2024-04-03,197.55326066795885,5
CUST0010,2024-05-01,146.14576497972664,1
CUST0010,2024-11-28,195.65876820019582,5
CUST0010,2024-12-08,259.71815873482274,1
CUST0010,2024-07-14,238.02744730627694,4
CUST0010,2024-04-02,248.48196986043916,4
CUST0010,2024-10-04,269.500880499934,3
CUST0011,2023-11-15,434.7462583366324,5
CUST0011,2023-08-12,346.44141094890324,4
CUST0011,2024-06-03,277.3150535120161,4
CUST0011,2023-11-10,219.76308737872037,4
CUST0011,2023-10-27,194.2985463066747,2
CUST0011,2024-07-21,101.12059579965458,4
CUST0011,2024-01-29,228.02156933945952,2
CUST0011,2024-09-30,267.3334213216269,4
CUST0011,2024-06-25,174.14894273857115,1
CUST0011,2023-10-09,152.61432995367787,2
CUST0011,2024-09-10,218.6973977212104,1
CUST0011,2024-11-30,369.6201250105468,5
CUST0011,2024-12-25,172.6198591337127,2
CUST0011,2024-06-10,151.3744906646988,4
CUST0012,2024-03-09,232.2416829924858,3
CUST0012,2024-12-13,96.6125885922892,1
CUST0012,2024-06-26,187.48974640446414,4
CUST0012,2024-03-08,95.78681228735704,1
CUST0012,2024-12-14,244.95548243009804,2
CUST0012,2024-06-01,129.00035408466647,2
CUST0012,2024-04-21,70.48180157778953,2
CUST0012,2024-04-09,318.2020216056388,4
CUST0012,2024-07-10,93.39202756155206,3
CUST0012,2024-12-27,257.0240425701652,5
CUST0012,2024-09-18,258.9483562119468,3
CUST0012,2024-12-24,248.73799919973413,4
CUST0012,2024-11-29,37.299142417857325,2
CUST0012,2024-07-19,232.39654620987739,4
CUST0012,2024-08-24,316.51188011459317,1
CUST0012,2024-08-18,42.87582253551676,3
CUST0012,2024-07-09,205.01237471609855,3
CUST0012,2024-07-19,107.37486689321396,5
CUST0012,2024-10-26,23.094993952484543,3
CUST0013,2024-12-13,262.85573820620453,2
CUST0013,2024-12-23,227.92327331481968,4
CUST0013,2024-12-24,285.3176150789902,1
CUST0013,2024-12-27,0.0,5
CUST0013,2024-12-24,282.5360297163066,3
CUST0013,2024-12-18,212.43580691434403,5
CUST0013,2024-12-13,132.2675663721797,3
CUST0013,2024-12-26,281.48673390717346,2
CUST0013,2024-12-29,241.20612530732436,5
CUST0013,2024-12-18,120.39207731261507,5
CUST0013,2024-12-30,178.47880260534265,3
CUST0013,2024-12-28,100.82261361415323,4
CUST0013,2024-12-09,269.6684603519736,3
CUST0013,2024-12-14,65.4018418498203,2
CUST0013,2024-12-27,30.270241408708443,4
CUST0013,2024-12-22,193.45525237616192,2
CUST0013,2024-12-28,231.7258158540011,1
CUST0013,2024-12-12,299.03638827775194,3
CUST0013,2024-12-11,172.05607100568537,5
CUST0013,2024-12-22,211.4166891433382,4
CUST0014,2024-07-30,227.74432193681716,3
CUST0014,2024-09-06,201.22321036926567,1
CUST0014,2024-06-29,323.3017797535098,3
CUST0014,2024-11-22,148.67549117751184,4
CUST0014,2024-10-29,191.02935584512036,3
CUST0014,2024-12-14,217.87126164513305,3
CUST0014,2024-07-01,249.50150793107844,3
CUST0014,2024-08-25,297.609130243394,2
CUST0014,2024-12-08,274.35404157791453,1
CUST0014,2024-06-02,67.46273482224078,3
CUST0014,2024-07-24,126.19510758298847,4
CUST0014,2024-06-20,339.74943631650945,4
CUST0014,2024-07-18,73.1535205204747,1
CUST0014,2024-10-05,327.96185091543134,4
CUST0014,2024-12-23,207.3607048395594,5
CUST0014,2024-06-25,101.15598755850777,1
CUST0014,2024-05-27,156.4920903480172,2
CUST0014,2024-11-22,154.13470133026004,1
CUST0014,2024-09-26,115.3244923971817,1
CUST0014,2024-07-23,331.28232284950593,3
CUST0014,2024-06-07,88.91601234070305,4
CUST0015,2024-09-01,177.20960776415814,5
CUST0015,2024-08-04,88.53875863193399,1
CUST0015,2024-08-22,199.75581556875747,2
CUST0015,2023-04-22,394.1287046035628,5
CUST0015,2024-09-21,136.1456155456487,3
CUST0015,2023-04-12,279.72928553725785,2
CUST0015,2024-10-16,23.33776412427693,2
CUST0015,2023-09-26,273.62321975279036,2
CUST0015,2024-04-02,106.0209717462726,2
CUST0015,2024-03-28,178.69777053666945,1
CUST0015,2023-07-24,294.86000486495925,3
CUST0015,2024-03-10,121.21963792424832,1
CUST0015,2023-04-29,29.91791982903834,4
CUST0015,2023-06-18,265.3358628307569,2
CUST0015,2023-07-22,26.113005560458788,1
CUST0015,2023-08-03,194.07217306583414,2
CUST0015,2024-12-13,338.43152855312826,2
CUST0015,2024-11-13,301.6745209828954,2
CUST0015,2024-01-29,101.42054377577284,4
CUST0016,2024-10-01,82.06882473340488,2
CUST0016,2024-10-12,251.76797950169578,1
CUST0016,2024-12-10,64.61663178517824,1
CUST0016,2024-10-23,111.82751648245296,2
CUST0016,2024-09-27,242.38782046381192,3
CUST0016,2024-11-09,262.31689859063965,1
CUST0016,2024-10-22,60.59485370932299,4
CUST0016,2024-12-17,210.67389824453534,3
CUST0016,2024-12-26,179.00165358614362,5
CUST0017,2023-08-07,294.46759099531647,5
CUST0017,2023-09-23,144.23732700735434,3
CUST0017,2023-11-26,299.35770461776997,4
CUST0017,2023-07-16,409.10396389098855,5
CUST0017,2023-10-18,178.96130357369023,5
CUST0017,2024-07-17,191.7474893956999,5
CUST0017,2024-04-26,194.59549639944748,5
CUST0017,2024-08-03,208.09549344319885,4
CUST0017,2023-11-29,150.09171234446475,3
CUST0017,2024-09-13,218.40715803215923,1
CUST0017,2023-09-01,217.16298867108821,2
CUST0017,2023-09-23,324.4284579762422,3
CUST0017,2024-01-18,283.81631852117494,2
CUST0017,2024-07-04,64.70314680830828,3
CUST0017,2023-07-15,306.8311576523507,2
CUST0017,2024-02-13,291.5789198549145,5
CUST0017,2024-07-02,364.1307646866604,3
CUST0018,2024-12-21,120.08154104478477,5
CUST0018,2024-03-16,35.01214127196047,1
CUST0018,2024-09-27,334.9093801494651,4
CUST0018,2024-12-28,203.41293496642655,3
CUST0018,2024-10-07,200.1860486426907,4
CUST0018,2024-07-10,248.41204521728596,4
CUST0019,2024-07-12,252.1411235765178,3
CUST0019,2024-10-09,73.54574057030405,4
CUST0019,2023-10-15,165.6426528230905,2
CUST0019,2024-10-21,252.29067728922968,5
CUST0019,2024-03-31,118.04205502223255,3
CUST0019,2024-10-23,256.7240767201321,1
CUST0019,2023-10-21,150.59875740701963,1
CUST0019,2024-01-15,217.14808477771115,5
CUST0019,2023-11-18,145.1709934284601,1
CUST0019,2024-09-09,195.55960544872912,5
CUST0019,2023-11-13,173.92179916459793,5
CUST0019,2024-12-24,197.23424821438934,2
CUST0019,2024-01-14,73.05665114485483,2
CUST0019,2024-11-25,62.330328792828396,2
CUST0019,2023-08-23,74.31338399195795,2
CUST0019,2023-09-01,236.2303424479119,4
CUST0019,2024-03-21,245.4061036646927,2
CUST0019,2024-07-28,286.2808878588331,1
CUST0019,2024-10-29,151.73291542025603,4
CUST0019,2023-09-05,166.36105318142933,4
CUST0019,2024-11-11,234.2707718144312,5
CUST0019,2024-08-03,328.7722953655194,3
CUST0020,2024-06-16,246.14790961886803,1
CUST0020,2024-09-03,180.9757555288684,2
CUST0020,2024-04-04,181.78966828360547,1
CUST0020,2024-02-14,0.0,1
CUST0020,2023-11-11,220.7254877706099,1
CUST0020,2024-02-10,130.70838860319498,1
CUST0020,2024-11-21,269.9406610397433,1
CUST0020,2024-05-16,315.34549525824696,3
CUST0020,2023-08-16,121.2813002465987,2
CUST0020,2024-05-19,11.44414609862261,1
CUST0020,2024-10-31,345.8481884378134,4
CUST0020,2023-12-27,236.57245623353884,1
CUST0020,2024-07-11,388.81384087078516,5
CUST0020,2024-06-14,205.53642653564918,4
CUST0020,2023-09-22,299.14257366717493,3
CUST0020,2024-03-19,298.4286324544589,1
CUST0020,2023-10-08,69.64898226725032,3
CUST0020,2024-08-31,287.54770498470384,5
CUST0020,2024-06-28,77.19976680941099,4
CUST0021,2024-03-05,21.761085608937606,3
CUST0021,2024-06-05,139.95751262766393,5
CUST0021,2023-12-10,221.67270826030764,1
CUST0021,2024-08-16,342.3374288822888,5
CUST0021,2024-05-06,67.20022698036851,5
CUST0021,2023-11-05,306.56108844349296,1
CUST0021,2024-04-10,281.3304795056242,4
CUST0021,2024-12-04,168.964589685316,2
CUST0022,2024-08-08,214.59527420466554,3
CUST0022,2023-12-18,101.24144688206816,2
CUST0022,2024-08-07,3.5540582161643215,2
CUST0022,2024-02-01,227.81638952312397,3
CUST0022,2024-12-13,342.4090514582549,5
CUST0022,2024-10-05,426.18451960471356,1
CUST0022,2023-12-14,298.4769822817341,5
CUST0022,2024-03-28,331.52743603612697,4
CUST0022,2024-09-03,295.51623750619177,2
CUST0022,2024-06-09,109.45139080806861,4
CUST0022,2023-11-23,0.0,5
CUST0023,2024-01-10,253.06314966261183,5
CUST0023,2024-11-06,113.20775740556668,5
CUST0023,2024-08-20,252.6072274505698,2
CUST0023,2023-09-27,189.309957613682,3
CUST0023,2024-08-02,265.7709847862825,3
CUST0023,2024-02-02,85.3559722273801,3
CUST0023,2023-09-25,247.68668964318996,2
CUST0023,2024-12-01,344.64759205263215,4
CUST0023,2024-12-28,212.27187517158825,1
CUST0023,2024-09-24,231.67544017771644,2
CUST0023,2024-06-02,247.0007546928611,3
CUST0024,2023-06-07,257.79333769495713,5
CUST0024,2024-02-07,29.005050926902385,3
CUST0024,2024-05-09,140.32545759427802,3
CUST0024,2023-05-01,203.2617334436193,5
CUST0024,2024-01-22,472.3433538980479,5
CUST0024,2023-07-08,261.50861973008665,1
CUST0024,2024-05-05,84.44760862153888,5
CUST0024,2024-06-18,203.8384053106399,3
CUST0024,2024-01-17,47.6503802033744,2
CUST0024,2024-05-13,221.66243206678078,3
CUST0024,2024-06-28,298.4898728791053,1
CUST0024,2024-10-31,241.71643568488932,4
CUST0024,2024-06-27,298.68699563804597,1
CUST0024,2023-06-16,107.25249033903913,3
CUST0024,2024-01-01,153.0225533053786,2
CUST0024,2024-10-16,176.38212383803037,3
CUST0024,2024-12-06,145.00019345049287,2
CUST0024,2023-05-25,172.8221027355744,1
CUST0025,2024-10-23,321.43155167345446,4
CUST0025,2024-08-31,194.207644706931,1
CUST0025,2024-06-21,171.23535312505567,5
CUST0025,2024-10-08,344.24028719119127,2
CUST0025,2024-11-07,234.28615512183853,3
CUST0025,2024-08-10,242.10254803648186,4
CUST0025,2024-02-25,193.79078247451568,5
CUST0025,2024-07-06,156.4625216022317,2
CUST0025,2024-04-20,179.85304876207886,1
CUST0025,2024-07-10,82.10807920256985,1
CUST0025,2024-11-22,144.7719801012365,5
CUST0026,2024-10-11,154.7814533364162,3
CUST0026,2024-12-21,165.97925882027147,3
CUST0026,2024-09-24,190.61418072568426,3
CUST0026,2024-10-25,366.42967391955784,1
CUST0026,2024-12-20,143.59759792166938,5
CUST0026,2024-11-17,72.1749095275998,4
CUST0026,2024-12-29,130.13662671019205,4
CUST0026,2024-10-05,292.60890821622286,2
CUST0026,2024-09-24,126.98190694760264,3
CUST0026,2024-10-01,213.78305193637172,1
CUST0026,2024-09-26,233.27147550893017,2
CUST0026,2024-12-16,243.58993381461877,3
CUST0026,2024-10-21,76.26428527170081,3
CUST0026,2024-10-24,0.0,2
CUST0026,2024-12-10,210.1648916111576,1
CUST0026,2024-09-23,285.65503221603467,1
CUST0026,2024-12-23,101.30923537905166,4
CUST0027,2024-07-02,358.3811250322635,2
CUST0027,2024-01-29,229.09528573480807,3
CUST0027,2023-12-27,255.78922910762614,5
CUST0027,2024-04-06,242.254238134901,4
CUST0027,2024-04-02,322.52277644247073,3
CUST0027,2024-06-28,158.50982185042113,5
CUST0027,2023-12-30,204.08922334464432,3
CUST0027,2023-12-18,141.93126254080275,3
CUST0027,2024-10-07,18.09263398926089,4
CUST0027,2024-03-21,242.5900414961605,1
CUST0027,2023-09-02,51.79594108257004,3
CUST0027,2024-02-05,108.38880614607096,1
CUST0027,2024-07-24,277.5773456413133,5
CUST0027,2024-04-21,336.4804916765797,1
CUST0027,2023-10-15,212.70706140905398,5
CUST0027,2023-10-03,96.136574698168,3
CUST0028,2024-11-25,270.8904992683533,3
CUST0028,2024-08-19,179.9322443670659,5
CUST0028,2024-03-30,135.59298649921027,2
CUST0028,2024-06-24,329.1163298272329,2
CUST0028,2024-11-03,416.86269372209534,2
CUST0028,2024-04-25,211.0339441951696,3
CUST0028,2024-07-02,259.1645854802629,1
CUST0028,2024-05-15,171.49564351002724,4
CUST0028,2024-08-10,101.00690727793791,1
CUST0028,2024-07-19,224.24079692787257,2
CUST0028,2024-12-11,0.0,2
CUST0028,2024-08-05,297.1829880166814,3
CUST0028,2024-04-11,269.82097525006105,2
CUST0028,2024-10-12,134.4063580947635,5
CUST0028,2024-05-04,357.9447892114157,5
CUST0028,2024-03-19,27.71849111219325,3
CUST0028,2024-05-20,207.20050915350964,1
CUST0028,2024-07-30,77.72610714465733,2
CUST0028,2024-08-29,172.56951311826595,4
CUST0029,2024-12-07,168.22500529245815,5
CUST0029,2024-07-19,332.194464520594,2
CUST0029,2024-09-25,38.101695062582706,5
CUST0029,2024-11-13,275.5210880676632,2
CUST0029,2024-08-07,178.114110765886,2
CUST0029,2024-07-16,78.61772620370982,3
CUST0029,2024-07-23,237.31670549529935,3
CUST0029,2024-10-17,222.84462289856128,4
CUST0029,2024-10-26,271.48648789967666,5
CUST0029,2024-11-25,323.81382007914056,2
CUST0029,2024-06-22,439.2810078531413,1
CUST0029,2024-09-08,285.87791156794543,1
CUST0029,2024-12-29,182.49941220774778,4
CUST0029,2024-06-27,105.47303800788659,2
CUST0030,2024-07-29,75.1365521044832,5
CUST0030,2024-01-27,253.78862654843076,1
CUST0030,2024-07-27,197.9602531060467,1
CUST0030,2024-11-25,99.15743203289458,5
CUST0030,2023-11-18,135.28697440936813,3
CUST0030,2024-11-03,0.0,1
CUST0030,2024-05-30,258.98171505223775,4
CUST0030,2024-06-27,290.55267530356684,5
CUST0030,2023-08-19,170.39072675735488,5
CUST0030,2023-09-26,231.81789635595882,2
CUST0030,2024-05-05,68.37290920284642,3
CUST0030,2023-10-16,215.38045278454317,4
CUST0030,2023-10-12,464.0634561881944,3
CUST0030,2024-01-16,99.19534017356419,1
CUST0030,2023-08-07,167.0764665091633,5
CUST0030,2024-05-09,313.1751234608011,4
CUST0030,2024-11-18,177.81288068907332,4
CUST0030,2024-01-16,216.90286601590338,5
CUST0031,2023-11-18,259.5559976170601,2
CUST0031,2024-04-28,277.30513096610093,2
CUST0031,2024-08-25,250.61022390975833,1
CUST0031,2024-01-24,248.0733451859095,4
CUST0031,2024-01-23,77.84268107325367,4
CUST0031,2023-03-31,216.12259903979538,2
CUST0031,2024-02-15,142.72757130970905,3
CUST0031,2024-11-22,263.2857020202997,5
CUST0031,2024-09-24,222.363890008908,2
CUST0031,2023-01-28,200.25873555058092,2
CUST0031,2023-06-22,189.9289849052518,1
CUST0031,2024-07-09,201.01931861272323,2
CUST0031,2024-01-14,240.73463843711505,5
CUST0031,2023-07-24,139.17674450948195,4
CUST0031,2024-12-19,0.0,4
CUST0031,2024-09-01,220.98076384688235,3
CUST0031,2023-05-19,226.51964381528592,3
CUST0032,2024-08-27,181.7511453312951,4
CUST0032,2024-08-26,190.6363148474235,2
CUST0032,2023-04-03,58.16034766230044,4
CUST0032,2024-10-18,298.3445382442963,3
CUST0032,2024-02-20,145.00518592012745,2
CUST0032,2024-02-23,126.51337880322257,1
CUST0032,2024-03-28,217.56255846405827,4
CUST0032,2024-01-23,244.66294040731646,3
CUST0032,2024-03-11,144.11190689672748,1
CUST0032,2024-11-30,246.0301354913629,4
CUST0032,2024-12-10,206.38408294123727,5
CUST0032,2023-05-11,287.4928282424937,1
CUST0032,2024-10-31,351.00800986190745,1
CUST0032,2024-06-27,10.965214570965628,5
CUST0032,2023-05-22,217.11148687551747,3
CUST0032,2023-03-23,278.4714829700076,2
CUST0032,2023-04-29,179.8295239252072,4
CUST0032,2024-07-05,77.22290924341652,3
CUST0032,2024-04-03,196.38105532587102,5
CUST0032,2023-07-12,0.0,1
CUST0032,2024-10-24,296.6758615965862,2
CUST0032,2024-04-15,202.25313524672575,1
CUST0033,2024-02-22,140.30024609740164,1
CUST0033,2023-10-22,263.0871679690187,2
CUST0033,2023-12-21,52.97122809961735,2
CUST0033,2024-10-17,152.54899913970593,4
CUST0033,2024-01-28,128.65361095401593,1
CUST0033,2024-02-05,65.53687568012128,4
CUST0033,2024-04-11,216.95799558480908,3
CUST0033,2024-11-19,270.93936094455955,3
CUST0033,2023-05-11,131.61294992244495,1
CUST0033,2023-08-12,165.73830434745474,3
CUST0033,2023-06-03,158.38501440650927,5
CUST0033,2023-05-22,253.6408550235078,5
CUST0033,2024-07-16,224.84685001550233,5
CUST0033,2024-09-04,60.63176580126887,1
CUST0033,2023-08-12,9.261616898909153,1
CUST0034,2024-02-05,184.81850765188875,1
CUST0034,2024-01-03,136.26195128101304,3
CUST0034,2024-12-04,236.09511934233038,5
CUST0034,2024-05-11,290.2935702691011,2
CUST0034,2024-01-25,167.9380325735117,5
CUST0034,2024-12-07,210.00391868479218,5
CUST0034,2023-08-19,248.03112411078249,3
CUST0034,2024-07-08,169.8297357605377,4
CUST0034,2023-05-08,236.44633753909056,4
CUST0034,2024-10-25,112.0543491312938,1
CUST0034,2023-10-16,306.9699200047304,3
CUST0035,2024-08-02,259.28397075201093,1
CUST0035,2024-12-24,303.7076580032955,3
CUST0035,2024-09-24,70.4071042241674,2
CUST0035,2024-04-09,284.78968452887955,5
CUST0035,2024-07-22,0.0,5
CUST0035,2024-02-15,217.11214928818802,4
CUST0035,2024-06-04,124.57291038827078,2
CUST0035,2024-07-09,208.8304120278498,5
CUST0035,2024-12-25,115.9445889282606,2
CUST0035,2024-07-06,361.2473120621938,3
CUST0035,2024-07-02,370.6534459164666,2
CUST0035,2023-10-23,105.79351431968429,1
CUST0035,2024-03-20,158.9090543905446,2
CUST0035,2023-12-20,316.3709937595614,2
CUST0036,2024-08-09,426.36976914750494,4
CUST0036,2024-05-15,201.16738394294114,2
CUST0036,2024-12-26,178.09110259930833,4
CUST0036,2024-08-13,239.83307876479535,3
CUST0036,2024-07-23,219.5169785684827,5
CUST0036,2024-05-31,297.8581570370401,4
CUST0036,2024-12-06,28.70028065284407,2
CUST0036,2024-12-06,401.55437770646506,5
CUST0036,2024-10-12,87.20943362332636,3
CUST0036,2024-11-09,207.09391229342626,4
CUST0036,2024-06-30,0.0,3
CUST0036,2024-06-08,248.12476097309806,4
CUST0036,2024-09-13,107.46279791711346,3
CUST0036,2024-10-18,137.115711799606,1
CUST0036,2024-05-16,108.58619162761785,5
CUST0036,2024-07-26,167.78858201817619,1
CUST0036,2024-05-12,387.7569509872054,3
CUST0036,2024-10-24,129.0918501363475,4
CUST0036,2024-07-30,198.61036071530077,5
CUST0036,2024-07-15,332.14046667395587,4
CUST0036,2024-05-21,181.87061825293446,5
CUST0037,2024-04-28,244.57456904909498,5
CUST0037,2023-09-17,160.47727434607108,2
CUST0037,2024-04-23,81.92885624303692,1
CUST0037,2024-04-12,270.6389035201093,1
CUST0037,2023-07-08,154.10356409531317,5
CUST0037,2023-08-06,112.93896993447694,2
CUST0037,2024-05-09,189.96529371199918,4
CUST0037,2023-11-12,197.67115536425285,2
CUST0037,2023-11-28,223.60348855483122,2
CUST0037,2024-02-16,304.73344356381125,3
CUST0037,2024-06-28,310.31555352695136,2
CUST0037,2024-12-14,198.2647074306816,5
CUST0037,2023-07-14,129.48721135859648,2
CUST0037,2024-12-08,289.2357160746229,5
CUST0037,2024-06-10,34.43164312899859,4
CUST0037,2024-11-01,311.8990253822498,4
CUST0038,2023-09-21,7.007761464663872,4
CUST0038,2023-03-05,133.7360130277682,5
CUST0038,2024-02-06,172.40612867372693,5
CUST0038,2024-08-21,147.3053080696199,5
CUST0038,2023-05-05,226.28672151333996,4
CUST0038,2024-03-24,121.81630684250226,2
CUST0038,2024-01-03,175.9040021140329,5
CUST0038,2023-10-03,90.57143170806312,5
CUST0038,2024-07-05,281.09303383571057,5
CUST0038,2024-09-15,128.4320352835727,1
CUST0038,2024-03-08,333.4212189863747,5
CUST0038,2023-04-23,249.2580009687368,1
CUST0038,2024-06-24,256.66647742885016,4
CUST0038,2024-12-12,187.24708457153073,3
CUST0038,2023-05-24,128.72467452014476,5
CUST0038,2024-11-14,0.0,4
CUST0038,2023-12-10,211.7702792486926,2
CUST0039,2024-03-29,196.9993021180671,1
CUST0039,2023-07-16,327.37241923079534,4
CUST0039,2023-03-20,226.30864986236816,2
CUST0039,2024-04-09,135.26884307011068,5
CUST0039,2023-09-11,167.05857749506353,3
CUST0039,2024-03-20,326.3868902168808,4
CUST0039,2023-08-19,162.9183822916758,4
CUST0040,2024-02-12,304.80256189709695,2
CUST0040,2024-10-20,281.30672258578414,2
CUST0040,2023-11-24,239.1556734363411,4
CUST0040,2024-09-10,306.7017786042041,3
CUST0040,2024-11-06,171.03665796556209,3
CUST0040,2024-12-12,236.23119669279757,3
CUST0040,2023-12-31,134.29927417425426,3
